Global Rank;Institution;Country;Sector;Best Country Quartile,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;482,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;483,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;484,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;485,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;486, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;487,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;488,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;489,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;490,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;491,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;492,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;493,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;494,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;495,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;496,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;497,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;498,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;499,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;500,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;501,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;502,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;503,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;504,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;505,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;506,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;507,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;508,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;509,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;510,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;511,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;512,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;513,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;514,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;515,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;516,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;517,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;518,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;519,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;520,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;521,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;522,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;523,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;524,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;525,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;526,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;527, Chinese Academy of Sciences;CHN;Government;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;528,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;529,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;530,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;531,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;532,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;533,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;534, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;535,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;536, Indore;IND;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;537,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;538,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;539,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;540,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;541,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;542,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;543,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;544,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;545,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;546,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;547,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;548,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;549,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;550,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;551,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;552,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;553,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;554,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;555,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;556,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;557, Solides, Structures, Risques;FRA;Government;2,
4216;The Islamia University of Bahawalpur;PAK;Universities;558,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;559,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;560,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;561,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;562, Colombia;COL;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;563,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;564,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;565,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;566,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;567,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;568,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;569,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;570,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;571,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;572,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;573,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;574,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;575,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;576,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;577,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;578,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;579,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;580,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;581,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;582,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;583,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;584,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;585, United Kingdom;GBR;Companies;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;586,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;587,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;588,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;589,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;590,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;591,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;592, Taxila;PAK;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;593,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;594,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;595,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;596,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;597,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;598,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;599,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;600,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;601,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;602,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;603,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;604,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;605,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;606,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;607, Environnement, Agroalimentaire;FRA;Government;2,,
4216;The Islamia University of Bahawalpur;PAK;Universities;608, Milieux, Observations Spatiales;FRA;Government;1,,
4216;The Islamia University of Bahawalpur;PAK;Universities;609,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;610,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;611, Huntsville;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;612,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;613,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;614,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;615,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;616,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;617,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;618,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;619,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;620,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;621,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;622,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;623, Bhubaneswar;IND;Health;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;624,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;625,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;626,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;627,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;628,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;629, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;630,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;631,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;632, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;633,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;634,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;635,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;636,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;637,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;638,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;639,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;640,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;641,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;642, Chinese Academy of Science;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;643,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;644,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;645,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;646,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;647,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;648,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;649,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;650,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;651,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;652,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;653, Netherlands;NLD;Companies;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;654,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;655,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;656,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;657,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;658,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;659,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;660,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;661,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;662,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;663,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;664,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;665,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;666,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;667,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;668,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;669,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;670,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;671,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;672,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;673,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;674,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;675, Sarawak;MYS;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;676,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;677,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;678,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;679,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;680,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;681,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;682,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;683,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;684,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;685,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;686,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;687,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;688,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;689,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;690,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;691,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;692,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;693,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;694,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;695,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;696, Bhopal;IND;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;697,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;698,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;699,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;700,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;701,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;702,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;703,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;704,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;705,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;706,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;707,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;708, Groningen;NLD;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;709,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;710,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;711,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;712,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;713,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;714,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;715,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;716,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;717,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;718,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;719,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;720,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;721,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;722,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;723, Instrumentation et Modelisation;FRA;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;724,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;725,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;726,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;727,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;728,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;729, France;FRA;Companies;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;730,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;731,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;732,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;733,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;734,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;735,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;736,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;737,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;738,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;739,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;740,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;741,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;742,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;743,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;744,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;745,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;746,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;747,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;748,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;749,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;750,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;751,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;752,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;753,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;754,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;755,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;756,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;757,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;758,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;759,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;760,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;761,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;762,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;763,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;764, Germany;DEU;Companies;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;765,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;766,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;767,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;768,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;769, Riyadh;SAU;Health;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;770,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;771,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;772,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;773,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;774,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;775,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;776,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;777,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;778,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;779,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;780,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;781,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;782,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;783,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;784,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;785,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;786,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;787,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;788,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;789,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;790,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;791,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;792,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;793,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;794, Omaha;USA;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;795,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;796,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;797,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;798,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;799,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;800,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;801,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;802,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;803,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;804,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;805,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;806,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;807,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;808,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;809,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;810,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;811,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;812, Australia;AUS;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;813, Chinese Academy of Sciences;CHN;Government;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;814,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;815,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;816,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;817,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;818,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;819,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;820,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;821,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;822,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;823,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;824,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;825,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;826,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;827,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;828,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;829,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;830,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;831,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;832, Italy;ITA;Non-Profit;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;833,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;834,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;835,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;836,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;837,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;838,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;839,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;840,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;841,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;842,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;843,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;844,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;845, Lahore;PAK;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;846,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;847,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;848, Reno;USA;Non-Profit;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;849,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;850, Technology and Maritime Transport;EGY;Universities;1,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;851,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;852,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;853,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;854,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;855,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;856,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;857,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;858,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;859,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;860,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;861,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;862,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;863,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;864,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;865,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;866,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;867,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;868,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;869,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;870,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;871,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;872,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;873,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;874,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;875,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;876,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;877,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;878,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;879, Fullerton;USA;Universities;2,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;880,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;881, San Marcos;USA;Universities;3,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;882,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;883,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;884,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;885,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;886,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;887,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;888,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;889,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;890,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;891,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;892,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;893,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;894,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;895,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;896,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;897,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;898,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;899,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;900,,,,
4216;The Islamia University of Bahawalpur;PAK;Universities;901,,,,
